train_loss,train_acc,val_loss,val_acc
1.016907804617376,59.523809523809526,1.3507459595285614,59.111111111111114
0.6170114423289443,75.33333333333333,1.632757861038734,57.55555555555556
0.5550215675523786,78.28571428571429,0.46460169450990085,82.88888888888889
0.5190967097878456,79.69047619047619,0.40872952342033386,85.55555555555556
0.46953033384951676,81.21428571428571,1.291643607205358,63.111111111111114
0.43849408491091296,82.07142857142857,0.39106657946931905,86.77777777777777
0.4533196369919813,81.73809523809524,0.6144935581190832,75.55555555555556
0.43477516694728174,82.5,0.4753580268087058,82.77777777777777
0.41463381537433824,82.9047619047619,0.43708631601826897,82.88888888888889
0.3998284798228379,83.83333333333333,0.2846110576185687,88.33333333333333
0.39280355202429224,85.02380952380952,0.708384263618239,74.44444444444444
0.37179552983831277,84.69047619047619,0.35757937770465326,84.77777777777777
0.37144132669676433,84.95238095238095,0.34297623202718536,86.77777777777777
0.3692984103479169,85.0952380952381,0.3902761982432727,83.88888888888889
0.3777145983820612,85.07142857142857,0.3806556797233121,84.22222222222223
0.399200599866383,83.47619047619048,0.36359765098012725,85.44444444444444
0.2906197497169628,87.88095238095238,0.29034470098799675,89.77777777777777
0.2733598480734861,88.45238095238095,0.35634412462341375,87.44444444444444
0.26285601531465846,89.54761904761905,0.4068317341393438,85.88888888888889
0.26040712348891026,89.61904761904762,0.29010844256343515,88.0
0.27790808722828375,89.26190476190476,0.30586881652988235,88.77777777777777
0.2730502656689196,88.71428571428571,0.34753488518040754,85.44444444444444
0.22531284245126176,90.61904761904762,0.23907270128357,91.88888888888889
0.20696716606052537,91.16666666666667,0.2329127585579609,91.0
0.19810849690640514,92.21428571428571,0.4004485871771286,84.44444444444444
0.20379104448313062,92.16666666666667,0.22575299595964365,91.55555555555556
0.19607470753235798,91.71428571428571,0.3170558214187622,88.0
0.19200620089064946,92.61904761904762,0.2866213822673107,89.11111111111111
0.19925487715976709,92.16666666666667,0.2515034256824132,90.66666666666667
0.20842698301103982,91.47619047619048,0.2717394261010762,89.77777777777777
